ORF,TRUE.PHI,NOISE.PHI
main77,0.0352943750417223,0.0245867779354134
main78,0.058592604349717,0.136616619257741
main79,0.0107383864566402,0.014540102753723
main80,0.043587404891323,0.0411268433930404
main81,0.00741466972391921,0.00294621302051199
main82,0.00514233142357622,0.0075702446690428
main83,0.32029826441656,0.281873248953537
main84,0.315867197122731,0.437637711240741
main85,0.231895823917621,0.2136762137768
main86,0.111786843285002,0.0522588469338663
main87,0.110377452014264,1.21603719548819
main88,0.00350400896642508,0.000339006715886227
main89,0.104430106569896,0.0417960173807602
main90,0.0101841731979808,0.0106728164248502
main91,0.531829425400166,0.417232715972306
main92,2.4098122357736,2.87017016333721
main93,0.0368847566205109,0.0138686606525346
main94,0.12399174365764,0.123519000875744
main95,0.00919762185834995,0.0437392697516728
main96,0.828884778539003,2.60752340763672
main97,0.136433074403835,0.0665939200929223
main98,0.0623641982035736,0.0771660718281831
main99,0.0220531244657648,0.105008314500219
main100,0.0323150968891523,0.00635814902877078
main101,0.428275828012959,0.590243163964774
main102,0.0166796268901127,0.0204199559844867
main103,0.0211365198083129,0.00832490149290527
main104,0.0205685892203172,0.07708858276223
main105,0.47554599876469,0.114878940493152
main106,1.66249296672904,0.327619924369123
main107,0.0582470909241349,0.438187145799592
main108,0.0230033557159956,0.0361925865944114
main109,0.00928323000369612,0.000866330329688182
main110,0.0467284434155035,0.140940263421292
main111,0.208465914859361,0.0999023842624429
main112,0.00443236827699281,0.00485381400007757
main113,0.200263380157485,0.328289754408514
main114,0.169255329967789,0.24977338886036
main115,0.00321035841599526,0.00198396892653216
main116,0.174674070127732,0.0772503289635258
main117,0.0187434444881173,0.0520283265530572
main118,0.31343520903911,0.326014894438382
main119,0.273499896923367,0.350433764584669
main120,0.0156152685529377,0.00671328014889305
main121,0.0649744057709038,0.0218252929802768
main122,0.0305481187084145,0.0068848173528685
main123,0.228573978484984,0.428014069686543
main124,0.0198896491458069,0.0848188638137016
main125,7.7531911429821,3.87846633112503
main126,1.15963643164969,2.07690930381121
main127,4.99183978399599,11.1270144387134
main128,0.304898112061364,0.0346760312097886
main129,0.310334154281896,0.513688419937644
main130,0.0449644098209662,0.0165788177976115
main131,0.050381595713916,0.105069891332411
main132,0.00775408399746974,0.0543775691382545
main133,0.0155961135371377,0.0631057409156808
main134,2.29992564695111,1.4931396098911
main135,0.45440999853457,0.229709306486201
main136,0.0186023218575994,0.00745086774821579
main137,0.706588309440051,0.539916081057685
main138,0.0397309991090555,0.218317224565679
main139,5.92118043604883,12.0708163369905
main140,0.0780170121957719,0.0301535584772204
main141,0.00804102345093626,0.00467372231028419
main142,0.18927414334192,1.60673485295978
main143,0.00262694077568483,0.000790791191418393
main144,0.610560940972761,0.247080850682856
main145,0.0303242191155894,0.0531010299364433
main146,0.321370831920571,0.178789470653325
main147,0.0472695640864364,0.119127343179587
main148,0.0457812355482669,0.0264479768223756
main149,0.815596865885088,3.13185837385074
main150,0.0502199519019535,0.0599448448038993
main151,0.00268846108078825,0.0254971465025194
main152,0.0419554694228608,0.063640588089105
main153,0.0253246492219895,0.0134543692854222
main154,0.0312996548391509,0.0826659661117867
main155,0.277607177260199,0.109177484705746
main156,0.0502134115808994,0.00996336960752156
main157,0.0673987168553195,0.0722061805353249
main158,0.0189719895078571,0.0137919277492064
main159,0.0873036041795207,0.0193739231177656
main160,0.247919428669674,0.373666995933695
main161,0.0858283091872842,0.121245500229658
main162,0.0584022647461528,0.124336976011741
main163,0.00947027393113772,0.0154726758220352
main164,0.0126316155512941,0.0521177218310551
main165,0.0791675060891814,0.470789293485596
main166,2.47257166517841,5.94621675559175
main167,0.0170261183059172,0.0161272850780807
main168,0.0244174427078864,0.0751478411506246
main169,0.628261752505261,0.507584590657739
main170,0.074235241851356,0.3793336931028
main171,0.0659807319321884,0.0938941681254108
main172,0.0426945708585973,0.761676591588101
main173,0.0578814803125968,0.0797064525135708
main174,0.388629144553526,0.514180603868396
main175,2.86420851510035,5.1629483434968
main176,0.0419452930994243,0.047777822212177
main177,0.117404165612349,0.230465136159987
main178,0.051664454178475,0.186373251585933
main179,1.12040851013828,0.783066893661064
main180,0.236936594119911,0.719894160690012
main181,0.0337113921417215,0.0299217558386056
main182,0.00416578236611007,0.00341520160828113
main183,0.986887365593815,0.717137672915098
main184,0.139905673523206,0.759421766413627
main185,0.0549916207695829,0.0279250169544792
main186,0.92202730767074,1.33267304371716
main187,0.0260686718986378,0.0197402763449798
main188,0.018884306589858,0.0954843611593638
main189,0.0295214325591748,0.127621433553899
main190,0.0551168373203913,0.0950946840485156
main191,0.0387404465199406,0.0198260753031962
main192,0.696107109171614,1.51155376476158
main193,0.018849887448647,0.0383433694402342
main194,0.0318025060721762,0.174019664604597
main195,0.383859625815145,0.500408017816179
main196,3.69196013901807,1.08911636059737
main197,0.104051797390051,0.16791207756983
main198,0.0330045012599788,0.0801085673987721
main199,0.58860864493926,0.243118572175345
main200,0.120319577651144,0.0516511645409299
main201,0.00840943053610797,0.00405844248055513
main202,0.0253248646343719,0.0121512595077655
main203,0.0197745749276631,0.00767013550273646
main204,0.0388799550699052,0.0178166855170114
main205,0.140194623486601,0.293408600609697
main206,0.0505074408495183,0.0802330457603258
main207,0.0466239126252765,0.0282111273108673
main208,0.0162629920317146,0.00761308123025759
main209,0.0402268420295458,0.00901219155270887
main210,0.0892302519921288,0.0353107152228701
main211,0.0387762450045671,0.0660881393763222
main212,0.0973881950887346,0.067375408696592
main213,0.0303401305551744,0.0391108738778368
main214,0.0088506812457851,0.0110253011584353
main215,0.408947381011268,0.832887561953242
main216,0.0320197474404785,0.0232385223359177
main217,0.178683919477809,0.178652444269968
main218,0.13440787901337,0.574529235296965
main219,0.0357327682156194,0.0166394389752016
main220,0.0230210532279603,0.194186109735875
main221,0.125275674248946,0.182328529693801
main222,0.00287289608255327,0.00496253360079479
main223,0.0313978092063629,0.0112341166054102
main224,0.0164547201947603,0.0253860326622603
main225,0.0239103884811655,0.0448523946467683
main226,0.0172500555020465,0.0142949857861511
main227,0.0273787748578867,0.260935908599442
main228,0.360611600404766,0.409273529045585
main229,0.253097314226151,0.482593912418782
main230,0.205813411513794,0.0608419169569669
main231,0.043291497666324,0.052577894985676
main232,0.225658230668219,2.42722753119192
main233,0.174883158807956,0.119754022968965
main234,2.85560679449088,8.77425440384586
main235,0.0544595422512748,0.553800913198335
main236,0.0313591226692302,0.0423553938064708
main237,0.0211954481767763,0.0178120669243552
main238,0.00516145484253665,0.0109208386383576
main239,0.0652908042330441,0.145885052376941
main240,0.0102595201945167,0.00458249267653822
main241,0.00608285544313749,0.00330107073809918
main242,0.0223103838811586,0.0263601300619178
main243,14.2165670043502,5.76715435367549
main244,0.0593243871557633,0.135059326108447
main245,0.0525931050252907,0.182812647492054
main246,0.0238547353067241,0.0164185628024086
main247,0.0543441779276087,0.0490772789028657
main248,3.97847624908055,6.81977150337619
main249,0.0580334468974876,0.180288053284442
main250,0.0360755899148467,0.023598858142206
main251,0.0309949709213804,0.0747215586304262
main252,0.0903730362180635,0.220737711061769
main253,0.0455496842155242,0.00925151549276791
main254,1.65184483146057,0.793729355763022
main255,1.21542032443012,2.11103269967616
main256,0.0621527531211067,0.0100611940645573
main257,0.0304786110630364,0.0472429474369553
main258,0.0662046871285158,0.46909139064716
main259,0.0335351541751841,0.0751395964936976
main260,0.0027855587510023,0.0013323382080855
main261,0.0109813637227309,0.0029707158470995
main262,0.117555516985597,0.0331320758412469
main263,0.0268331241475391,0.00681022993470934
main264,4.01949762131736,4.71412015994208
main265,0.0246814668980334,0.0190198294095352
main266,1.88463489597146,0.702644745794285
main267,0.0267178630816759,0.0213748060626082
main268,0.0789771967433941,0.0492193181868995
main269,0.356634647353298,0.275938123698941
main270,0.0606332158943305,0.173475070909811
main271,0.510864873075158,0.546340721363363
main272,0.0229130736861482,0.0558677805656924
main273,0.0244904318364196,0.0180793931064713
main274,0.0306605816422265,0.0116150300364716
main275,0.0972612116732594,0.0368437743322802
main276,0.0535992803125601,0.148073386102645
main277,0.00534943003106042,0.00670823084616749
main278,0.146546682266494,0.0837132347828401
main279,0.063641391854639,0.174675416279241
main280,0.0145775421271111,0.0199897556254689
main281,0.0182323410334561,0.00704279890160813
main282,0.0318877878980464,0.0254739380083216
main283,0.270280458746137,0.675565620424083
main284,0.0697139224469379,0.108009540570488
main285,0.0134125894754256,0.0128059944342573
main286,0.271143063717887,2.42446840915968
main287,0.339491287178163,2.78189741011633
main288,0.520509135337729,0.940473658729386
main289,0.0142460414192507,0.0401320161992582
main290,0.352038725081185,1.29661116053819
main291,2.1140868714397,5.89572150802806
main292,0.0475550022373576,0.0788281520650288
main293,0.100961200440642,0.040947393746428
main294,0.34384601797058,0.438112377582525
main295,0.075737430981283,0.755131276191284
main296,0.234568258365876,1.02437080585108
main297,0.015665262118027,0.0275335491384663
main298,1.21399057255291,0.882559784846905
main299,0.0864060122816492,0.213545220187621
main300,0.00684389196798544,0.0107772019795073
main301,0.0550056226486137,0.131967018688808
main302,0.00454023157282286,0.00205363832259117
main303,0.318307586036926,0.114690295699167
main304,0.0253377094711477,0.0449309724489493
main305,0.0390552576435556,0.174989604887638
main306,0.00333543212264761,0.0013626974251794
main307,0.104971932508606,0.120218862841869
main308,0.183399774814241,0.192746968010745
main309,0.270921608628968,0.263421159437548
main310,0.0430147974389201,0.0712909480344716
main311,0.0209892728801545,0.0785863881666913
main312,0.0103631374223749,0.0884808970424131
main313,0.018637091207532,0.0183770271897753
main314,0.363395068339356,1.10520435058175
main315,0.130717329008593,0.277794849455701
main316,0.700313368378858,1.25566919352428
main317,0.012865306541203,0.00710932684692524
main318,0.02152486731317,0.033733510567349
main319,0.183893377580828,0.524226907732007
main320,0.20305544746798,0.244649026290833
main321,0.11291538636337,0.0533006149738336
main322,0.0363199240276848,0.0478775358238882
main323,0.0383909645980846,0.0475556696767573
main324,0.223998417250062,0.0849332659056535
main325,0.307696854907953,1.37383960046462
main326,0.0629439153262453,0.0391855507798771
main327,0.216935539839732,0.249973413570011
main328,1.28436893686209,0.645319420706742
main329,0.479473449217929,0.268326582410925
main330,0.0557767723157921,0.0409630202559427
main331,0.0105116331611466,0.0126903968199203
main332,19.4559173552948,20.605268823446
main333,0.110919781291993,0.196915861099239
main334,0.509399014534449,2.54954614606254
main335,0.00584461149025707,0.00534897818462654
main336,0.0170179543161724,0.0210315554443093
main337,0.00829194365943955,0.00562308664677724
main338,0.00508228467154846,0.00599865535297763
main339,0.0330239036401718,0.00786485661204139
main340,0.00690849400665467,0.00638027659419663
main341,0.00855543094021641,0.0237871469155077
main342,0.696550431046102,1.11037230116112
main343,0.0609409349745259,0.242879086621415
main344,0.117622523440706,0.0934812191500312
main345,0.064149781115473,0.0142570581894713
main346,1.17206463271265,1.14373285867516
main347,0.0432461230104135,0.0111462581728234
main348,0.314169636915446,0.141587979821361
main349,0.151205986464698,0.0592972775388194
main350,0.280924993029737,0.409519593817762
main351,0.0338808832020695,0.117567391923884
main352,0.0124823063678379,0.138613080820196
main353,0.684804541029729,1.61151099455877
main354,3.49438653914847,54.0926228311622
main355,0.0228278412160078,0.0135673230993494
main356,0.0839126258451195,0.126464066891499
main357,0.0451938026074091,0.110539896370639
main358,0.00271845493954586,0.00431365309741958
main359,0.558569175331249,0.264248387614239
main360,0.0124084247344481,0.0132151352153842
main361,0.0410402680790649,0.0411405759960014
main362,0.0818974428863034,0.065795528842564
main363,0.499331187988768,0.0777353558004691
main364,0.0245061798613414,0.00278499829172193
main365,0.0333297996760528,0.00942391311810828
main366,0.0294213691153524,0.0209699947713744
main367,0.0722804831397909,0.0854789766396621
main368,0.0133581849384982,0.0122528813280671
main369,0.0502448482845077,0.128293422360012
main370,0.0112740645700216,0.0322788200257555
main371,0.154737058089551,0.0662301350237617
main372,0.0357696007986976,0.0601182716763183
main373,0.159415013417578,0.0394988963470289
main374,0.0837702581641592,0.0262679046690319
main375,0.0311966721098953,0.025685937335749
main376,0.0795417033834533,0.0279627281680838
main377,0.0412692602508622,0.181449313888608
main378,0.0441760248620097,0.0150696243907758
main379,0.22760482442687,0.346874154880955
main380,0.0174823759338904,0.0235441457645795
main381,0.0055300321318702,0.0192037464349519
main382,0.0848961982346673,0.511737532731882
main383,0.22276799372133,0.0791084582606393
main384,0.166325835511483,0.0764814823921589
main385,0.0409735147385777,0.00429299584795164
main386,0.584220119042676,0.183117877893971
main387,0.13362278152765,0.861729201450069
main388,0.173079278712316,0.257466417119351
main389,0.0661628200154237,0.0776609267896245
main390,0.226587895439287,1.27105852588699
main391,0.0382883974244622,0.618097199946203
main392,0.0820130076024508,0.0443824428748906
main393,0.010473155495787,0.0177202914631737
main394,0.863524352248313,3.51501763641053
main395,0.0828974167801579,0.210854249918128
main396,0.0295483617972537,0.0755380719306254
main397,0.0347171610682674,0.17489019553286
main398,0.118022752064121,0.125765781215103
main399,0.00715692169014959,0.00827367927864798
main400,0.0358962742216637,0.0289203475314029
main401,18.8256437377932,12.4742192020203
main402,0.0280027912017064,0.134625543324711
main403,0.0241329394867874,0.0108639872703338
main404,0.0052958314963927,0.0111578789746938
main405,0.302381770872514,0.551694229012729
main406,0.0221726384613461,0.0183878693229208
main407,0.108741938010297,0.0217799300391993
main408,0.300050198497128,0.113400139184118
main409,0.756165245487708,0.639542467628075
main410,0.301154986932429,0.143345137748934
main411,0.284956615390827,0.14831215537611
main412,0.045544849509793,0.0464223950925108
main413,0.0402016522281104,0.0369157846181576
main414,0.0457010649175538,0.026232992073903
main415,0.0127682488670205,0.0052826144488374
main416,0.0524188011728627,0.0994484073554124
main417,0.140557333757167,0.150702867006351
main418,0.0144338376665077,0.00893449525689489
main419,0.018064088596457,0.0315656600626494
main420,0.136605616813163,0.804014383529891
main421,0.0535647655608429,0.0693758968824854
main422,2.69336135258963,5.01837903523367
main423,2.03789050772187,4.06710783253782
main424,0.205114480756541,0.0882278517588298
main425,0.0129367990776132,0.0176246417210454
main426,1.95201193263023,0.404403821213049
main427,0.130127794730753,0.0961085579370542
main428,0.009895792462195,0.0085728460761421
main429,0.440273138653752,0.73147753759889
main430,0.107757612051931,0.11411125163567
main431,0.020972076826278,0.091215713465256
main432,4.3781312058073,1.66281938534987
main433,0.0404754905364338,0.043176328542875
main434,0.0316732712818967,0.0285029426686031
main435,0.0858943313017587,0.101068709822938
main436,0.40649716467006,0.266583808803025
main437,0.0530314168125855,0.0242082004438908
main438,0.0353963406377717,0.0030142894102485
main439,0.0147002371452153,0.00845125249076575
main440,1.14319066965863,2.46151143237863
main441,0.34936210867514,0.295007107830008
main442,0.0665455550171351,0.0950439460152839
main443,0.115808585017264,0.0473473256325899
main444,0.242326872114091,0.0506652752785685
main445,0.00562512478014954,0.00364722311097163
main446,0.0479672023976989,0.232264263575666
main447,0.0661777741054739,0.0370937665054224
main448,0.0236025332171812,0.101932552477014
main449,0.0270311832288399,0.111237634765835
main450,0.0392560525714559,0.0225782499418502
main451,1.40979604219276,2.9035914234289
main452,1.85973441147473,1.07139954192529
main453,0.123866438468625,0.104397543706907
main454,0.0275464640021467,0.0228272130196957
main455,0.644855245470949,0.513024909761666
main456,0.220064338864647,0.261643890610553
main457,0.252900424696899,0.0870307250410953
main458,0.00360530966205294,0.00478351618117612
main459,0.0897321571057118,0.122843620960403
main460,0.188055890770886,0.199297590552693
main461,0.0227059415829819,0.00763764477453948
main462,0.00983918371649241,0.0172963325182963
main463,0.00309169437479211,0.00143691619852319
main464,0.0854257316666166,0.0797842888000761
main465,0.0304399843534986,0.0340274642622042
main466,0.174925441747437,0.201965722629677
main467,0.00424411091512315,0.00523122411317289
main468,0.132547697659249,0.128586376555818
main469,0.412678794460295,0.122923733864958
main470,4.26015647999562,19.0153270032322
main471,3.97816905891865,9.7014971319118
main472,0.0578534820003977,0.0667348107375905
main473,0.0503765736748624,0.0855740700540331
main474,0.0370295172821628,0.227455210113585
main475,0.0287997048545112,0.0312094426341007
main476,0.00378395099294819,0.00545026212566281
main477,0.0418519378692177,0.0277190421778112
main478,0.00567499045814628,0.00340926937823961
main479,0.065867141457474,0.0607525246239064
main480,0.0221985596020372,0.0253017325706966
main481,0.00341623920371733,0.00314247731975397
main482,0.0310814525105822,0.0202107860880535
main483,0.248257845582836,0.395887718571189
main484,0.1098679074655,0.135882618286002
main485,0.116814184888359,0.086863833769149
main486,0.0863438096513296,0.111138265976653
main487,0.0446237699235778,0.0262479100860041
main488,0.0790986875210835,0.280674259278764
main489,0.0150288146489395,0.112621842583142
main490,0.0587319679841058,0.0983079880055877
main491,0.137898065301791,0.0359128420588783
main492,0.026182538522785,0.0281202584185841
main493,0.0255026862813352,0.0727838580707863
main494,5.85733311400301,1.96834508062706
main495,0.0533213392377498,0.025964461170281
main496,0.0402044032408912,0.0952326053866616
main497,0.00259146253063927,0.00454919347826332
main498,0.0105517778570666,0.00272415960786209
main499,1.88089858801902,1.98533411267537
main500,0.122623336737627,0.229736235375452
main501,0.00621525654197057,0.00337767369404685
main502,0.0740106873172436,0.110965938743198
main503,0.257776891708919,0.761134265186834
main504,0.177587998450443,0.581162943796731
main505,0.0394884074668968,0.00787106063930768
main506,0.211919038101186,0.0964244102971811
main507,0.00489900234331816,0.00527873112502029
main508,0.055255191952965,0.285531629363066
main509,0.746183579449043,3.00365990996164
main510,0.184869216636809,0.0652097037392373
main511,0.0688844906307571,0.456321096715435
main512,0.389534135979245,0.254748537607012
main513,0.0120333037230837,0.00426450336174707
main514,0.0190573973394649,0.0134281905605971
main515,0.00436194548931078,0.00268225010416516
main516,0.0456698791018615,0.0377026561038822
main517,0.0229627226556035,0.0474013347740331
main518,0.00284708738626581,0.00161927716322429
main519,0.0740028973622891,0.0908772084470715
main520,0.0310008518761112,0.0331609883239703
main521,0.0210345845195139,0.0143437134673692
main522,0.471208660096991,0.245453295290266
main523,0.255554942836575,0.156609429033973
main524,0.0481136411156055,0.242803863469663
main525,0.132775740710463,0.969836634766037
main526,0.0581300304176278,0.132676891793036
main527,0.440327747796754,0.150589489754964
main528,0.0274436604417011,0.0139725946862661
main529,0.143864043176361,0.109097911924287
main530,0.0328745226086346,0.15536315475127
main531,0.0640126743186592,0.011912226700305
main532,0.113625174355934,0.336672770621771
main533,0.119570993158601,0.210773976507104
main534,0.146767443341563,0.609041861518881
main535,27.8284371517771,53.7808552600599
main536,0.166208604157514,0.126425159093399
main537,0.0970001452555479,0.0963060521161081
main538,0.128328208618841,0.25727776120943
main539,0.0747163463606493,0.0894614746665504
main540,0.0173700854037948,0.00373656646031875
main541,0.0181811361988355,0.0150793294830405
main542,0.0151002771956793,0.0112185489227333
main543,0.107003469265906,0.0384471538400015
main544,0.0186674241924523,0.00819858874666097
main545,0.042861680913728,0.0744161497807242
main546,0.264716350957574,0.144143792286836
main547,0.0105914644797672,0.012038838751982
main548,0.0348576374048792,0.0510177442020527
main549,0.166125059630368,0.189314062009721
main550,0.0246660247360229,0.00389102684823105
main551,0.100061065937061,0.16316218640485
main552,0.0934252933185798,0.032890907459537
main553,0.0417707916105305,0.0690982539761855
main554,0.0378795150127469,0.0334018753680914
main555,0.159205333061964,0.619899339342618
main556,0.0545385516857888,0.0193995910807098
main557,7.41791663648446,55.8000297698845
main558,0.00985824946673671,0.00863121793124742
main559,0.120735464078261,0.14813857698352
main560,0.0136063625102936,0.04013723319377
main561,0.01065578603163,0.00836921373668227
main562,0.0298254605313256,0.0189606479600958
main563,9.78312290973431,10.6734759236842
main564,0.0516065678850822,0.0996401978507241
main565,0.0578833377591026,0.036206321998402
main566,3.11709145479118,4.27774702027663
main567,0.0262531992809874,0.0114562016469202
main568,0.144490593562761,0.0763611256321517
main569,0.176132422198322,0.141309467696056
main570,0.0261439441644376,0.0365650260115881
main571,0.328355208113985,0.441705946920149
main572,0.190269600800607,0.225835326234449
main573,0.0048125241653953,0.00314258940660593
main574,2.37012653258914,6.94800626235308
main575,0.119575093916128,0.114857486747186
main576,0.0726010707236862,0.165686617722999
main577,0.0241396138430584,0.0151741562415935
main578,0.135948919868443,0.171788039630077
main579,0.0213034074475045,0.0138699773343043
main580,0.0799872392824931,0.0358096097022053
main581,0.0895557522924664,0.0727931151523165
main582,0.112495270074922,0.0363470946873073
main583,0.0266529741825675,0.0899312178462311
main584,0.47132154458274,0.188163189929406
main585,0.0408938812424128,0.107232777908487
main586,0.0759543866903475,0.28747722747994
main587,0.0466819902238632,0.0938889989271757
main588,0.00298994248664598,0.00898220808550272
main589,0.251589000830844,0.273856294578631
main590,3.24586287857238,1.85964889361051
main591,0.00876069048194761,0.0156017551824207
main592,2.6355437145758,1.46248556625023
main593,0.0135044735413023,0.00252370438450188
main594,0.0548134488043504,0.0681530071725688
main595,0.340536857507851,0.335457421974867
main596,0.117738358054388,0.090934344889194
main597,0.236780981928376,0.181041151176258
main598,0.0616553728079274,0.166462405391489
main599,0.358298492517273,0.306722712374649
main600,0.0834935321004791,0.244082443634527
main601,0.115666505161805,0.245208896341991
main602,0.373196013875427,0.747045247402111
main603,0.0994676495335491,0.0736861131005692
main604,0.065990503214392,0.10900107638911
main605,0.250890212734888,0.875044488540977
main606,0.0100345737697562,0.00563755839082715
main607,0.137226911632515,0.577784503828761
main608,0.0407970827644359,0.111865402325319
main609,0.0654416241550741,0.117145509622518
main610,0.0183984937524115,0.0218508699218918
main611,0.0459395414164001,0.0901055288924181
main612,0.0390385869508033,0.0694623319456681
main613,0.0179883831677942,0.0278150984182402
main614,0.195813425856505,0.25256437488338
main615,0.0035476871601464,0.00307400215130094
main616,0.140061761511349,0.426160971060275
main617,0.0362583450463542,0.0712204052283822
main618,0.0235819660614622,0.0628282568883709
main619,0.0346486047538885,0.070688833407822
main620,0.0930518893895571,0.119383800929461
main621,0.89164868132518,6.4097358743818
main622,0.322308317432928,0.176448845020169
main623,0.11620179316161,0.102871273501757
main624,0.145618918340925,0.173051337695372
main625,0.0964715930994086,0.0291723310787706
main626,0.04081114655528,0.034778884778753
main627,0.0393337535408381,0.0250877277010511
main628,0.00439103325493655,0.00952287718602952
main629,0.0253998425702121,0.0279785224894249
main630,0.024113638420202,0.0606026831338855
main631,0.125305987112373,0.13490922583518
main632,0.0354777157838786,0.0157453049319667
main633,0.119973434724919,0.10870767011493
main634,0.104326800196041,0.255392823010411
main635,0.0184444451261846,0.0938875336913007
main636,0.023190971767504,0.0203385615352044
main637,0.0120807360263255,0.0194615467931832
main638,0.0262658644105083,0.0246482394640479
main639,0.0582432329975886,0.220221334937599
main640,0.701790266686112,1.94037259370598
main641,0.0526467191859973,0.0322837461695014
main642,0.0343673755080361,0.00758159082318893
main643,0.262639906969987,0.485552662255067
main644,0.35791358908039,0.0961466681678842
main645,1.20226951366695,1.74481218391232
main646,0.0133192795522714,0.0492970056046529
main647,0.0348422251972621,0.0845615103063535
main648,0.0484835617732313,0.012152055567313
main649,0.0580509953244425,0.0331488338859206
main650,1.25601903351043,3.55023620520854
main651,0.0262817843245034,0.0171217630142197
main652,0.018902904887037,0.00695901479096558
main653,0.433394041172304,0.202628123639896
main654,0.234063170419297,0.11480259112434
main655,0.0458587563189961,0.0256771534435912
main656,0.0198721323724247,0.0169143779555439
main657,0.149133700290402,0.161148152139838
main658,0.00448198227642949,0.0131873492419518
main659,0.389360735679648,0.345248679476992
main660,0.0240569403264242,0.0583323689194239
main661,1.78569301574642,0.159859935814705
main662,3.70814219450139,1.55870069067315
main663,0.0673498585062688,0.0626307025001687
main664,0.0517046438233303,0.0987935880573962
main665,0.0118704271895267,0.00560861202058247
main666,0.0178970269340543,0.0356646633956042
main667,0.319405085272153,0.227480479810377
main668,0.0424027009127766,0.0832032709478042
main669,0.00772741056983546,0.0058640813841612
main670,0.108521806242683,0.0518285755130835
main671,0.0726056618701559,0.226964749004628
main672,0.00942629278063705,0.0628306670212842
main673,0.00800995893204925,0.0258428059310432
main674,0.0312753065161791,0.00660798316316432
main675,0.0125110886113088,0.0298084696278976
main676,0.123265065652275,0.408505986112027
main677,0.0476349572630116,0.0779633221070259
main678,0.398636715223516,0.578218480866382
main679,0.00379207998015031,0.0161169060555578
main680,0.278783936033507,0.0753890863606662
main681,0.10787061255176,0.0701047999088857
main682,0.0349487889091999,0.160717824626115
main683,0.0339044431775473,0.050780190223903
main684,0.0245675938167717,0.0213930241786294
main685,0.0530467721607231,0.175717919298764
main686,0.160089684765832,0.151990891886229
main687,0.0511888284029298,0.208061451083836
main688,0.0669217398665635,0.0294891176105759
main689,0.141586019633305,0.0584231278284209
main690,0.0383808951626302,0.0445076503271525
main691,0.539931560106282,0.695029660630576
main692,0.20185794046753,0.311863614978796
main693,0.00954045171559327,0.0555053713898726
main694,0.015552885466881,0.0290209153074785
main695,0.0427475108938395,0.0379517306833982
