Gene,Phi,Mixture
SAKL0A04268g,0.130926701140294,2
SAKL0A04290g,-0.0462449420271909,1
SAKL0A04312g,-0.551832801354868,1
SAKL0A04334g,-0.303290113212997,1
SAKL0A04356g,-0.290758325550481,1
SAKL0A04378g,0.0772770053587684,2
SAKL0A04400g,-0.629902526384919,1
SAKL0A04422g,0.127802314065548,2
SAKL0A04444g,0.0725144616233708,1
SAKL0A04466g,-0.129692751192447,1
SAKL0A04488g,0.479590377461022,1
SAKL0A04510g,-0.133206949650632,1
SAKL0A04532g,-0.60637564578204,1
SAKL0A04554g,0.0289624176317812,2
SAKL0A04576g,-0.455774605292527,1
SAKL0A04598g,-0.262391752692647,1
SAKL0A04620g,-0.954729649143059,1
SAKL0A04642g,-0.187307478969502,1
SAKL0A04686g,0.84286700567748,1
SAKL0A04730g,0.07698007427858,1
SAKL0A04752g,0.222864794923034,1
SAKL0A04774g,-0.339229638375904,1
SAKL0A04796g,-0.90546976065964,1
SAKL0A04818g,0.065246206341124,2
SAKL0A04840g,0.258221726360968,1
SAKL0A04862g,-0.789434301785771,1
SAKL0A04884g,-0.225942325022618,1
SAKL0A04906g,-0.39461345865823,1
SAKL0A04928g,-0.586170520508308,1
SAKL0A04950g,-0.445307671986912,1
SAKL0A04972g,-0.557406016418943,1
SAKL0A04994g,-0.404525789064926,1
SAKL0A05016g,-0.126704628085959,1
SAKL0A05038g,-0.471854337014758,1
SAKL0A05060g,-0.131295921574207,1
SAKL0A05126g,-0.212213315820834,1
SAKL0A05148g,-0.728399765989914,1
SAKL0A05170g,-0.35119129936182,1
SAKL0A05192g,-0.0113409115970184,1
SAKL0A05214g,-0.410355747477686,1
SAKL0A05236g,0.0187484295140686,1
SAKL0A05258g,-0.520580901280223,1
SAKL0A05280g,-0.255020244141239,1
SAKL0A05302g,-0.47519444736699,1
SAKL0A05324g,-0.347451363122302,1
SAKL0A05346g,-0.300896415195219,1
SAKL0A05368g,-0.661384221046942,1
SAKL0A05390g,0.145726642831403,1
SAKL0A05412g,-0.13414166559421,1
SAKL0A05434g,-0.350457268618132,1
SAKL0A05456g,-0.650295081001496,1
SAKL0A05478g,0.144809088617431,2
SAKL0A05500g,-0.715041718806365,1
SAKL0A05522g,-0.444228033106534,1
SAKL0A05588g,-0.155966604077972,1
SAKL0A05610g,-0.678364444765876,1
SAKL0A05632g,-0.315692954702848,1
SAKL0A05654g,-0.0912834104520868,2
SAKL0A05676g,0.0788731700454812,1
SAKL0A05698g,0.0277410090703382,2
SAKL0A05720g,0.532744868988993,1
SAKL0A05742g,0.0120569431656581,1
SAKL0A05764g,0.0793736981151105,1
SAKL0A05786g,-0.956075719115986,1
SAKL0A05808g,0.134609560037971,1
SAKL0A05830g,-0.422043376892761,1
SAKL0A05874g,0.0686636902904478,1
SAKL0A05896g,-0.442437004605373,1
SAKL0A05918g,-0.0249983089838617,1
SAKL0A05940g,0.256218021032163,1
SAKL0A05962g,-0.152969964179197,1
SAKL0A05984g,-0.549507882230186,1
SAKL0A06006g,0.074531198771934,1
SAKL0A06028g,0.827845674512658,1
SAKL0A06050g,0.0873316719847132,2
SAKL0A06072g,0.0298245098185915,2
SAKL0A06094g,0.318878533899103,1
SAKL0A06116g,0.0819284389971911,2
SAKL0A06138g,0.0588957981638258,1
SAKL0A06160g,0.195425018817785,1
SAKL0A06182g,-0.679303018045035,1
SAKL0A06204g,-0.347484008236577,1
SAKL0A06226g,-0.314391015289044,1
SAKL0A06248g,-0.401564764250369,1
SAKL0A06270g,-0.836219495103005,1
SAKL0A06292g,-0.242865927166126,1
SAKL0A06314g,0.0275415343498376,1
SAKL0A06336g,-0.666680145457497,1
SAKL0A06358g,-0.145602770650497,1
SAKL0A06380g,-0.951158821480135,1
SAKL0A06402g,-0.525046752366751,1
SAKL0A06424g,-0.582586130579927,1
SAKL0A06446g,-0.519682527646078,1
SAKL0A06468g,-0.424275625372513,1
SAKL0A06490g,0.111639569601375,2
SAKL0A06534g,-0.583916630719254,1
SAKL0A06556g,0.0983104033608827,1
SAKL0A06578g,-0.553938496532145,1
SAKL0A06666g,-0.48847062075558,1
SAKL0A06688g,-0.222207987726576,1
SAKL0A06710g,0.151060944101061,1
SAKL0A06732g,-0.742685777815408,1
SAKL0A06754g,0.089730096547395,1
SAKL0A06776g,0.903125262261684,1
SAKL0A06798g,0.326215376554895,1
SAKL0A06820g,-0.457204073011902,1
SAKL0A06842g,-0.564044049124048,1
SAKL0A06864g,-0.535927541075557,1
SAKL0A06886g,-0.802483111127241,1
SAKL0A06908g,-0.0660653431693997,1
SAKL0A06930g,0.1298386843081,2
SAKL0A06952g,0.0132195848072385,2
SAKL0A06974g,-0.796895877769663,1
SAKL0A06996g,0.0522663863746591,1
SAKL0A07018g,0.545804154347275,1
SAKL0A07040g,-0.282241513287472,1
SAKL0A07062g,-0.351468403493502,1
SAKL0A07084g,-0.452664943292858,1
SAKL0A07106g,-0.179062755339097,1
SAKL0A07128g,0.456885517091031,1
SAKL0A07150g,-0.459057428269536,1
SAKL0A07172g,-0.917628072800979,1
SAKL0A07194g,-0.169164553704827,1
SAKL0A07216g,-0.366243181474584,1
SAKL0A07238g,-0.292983896872745,1
SAKL0A07260g,-0.391690204736019,1
SAKL0A07282g,-0.291785821363293,1
SAKL0A07304g,0.11502016522039,2
SAKL0A07326g,0.385716330519033,1
SAKL0A07348g,-0.531472642579532,1
SAKL0A07370g,-0.443614159785513,1
SAKL0A07392g,0.0919091321115957,2
SAKL0A07414g,0.13470296491696,1
SAKL0A07480g,-0.477252616328514,1
SAKL0A07502g,-0.560690346963627,1
SAKL0A07524g,0.0572581081273464,1
SAKL0A07546g,-0.561590933819115,1
SAKL0A07568g,0.489345860950366,1
SAKL0A07612g,-0.386534552080775,1
SAKL0A07634g,-0.38755931635619,1
SAKL0A07656g,0.478511035788442,1
SAKL0A07678g,-0.539439469459184,1
SAKL0A07700g,0.441583192860677,1
SAKL0A07722g,-0.692403666222282,1
SAKL0A07744g,0.70974985083726,1
SAKL0A07766g,-0.152185325200068,1
SAKL0A07788g,-0.230408938116382,1
SAKL0A07810g,-0.671408214451457,1
SAKL0A07832g,-0.33951541497538,1
SAKL0A07854g,-0.88392665338847,1
SAKL0A07876g,0.212978128817377,1
SAKL0A07898g,0.773593731704509,1
SAKL0A07920g,-0.20322982493674,1
SAKL0A07942g,-0.305580717245719,1
SAKL0A07964g,0.0747588677820726,1
SAKL0A07986g,-0.0862921515910083,1
SAKL0A08008g,0.0806734810394021,2
SAKL0A08030g,0.0539035025131336,2
SAKL0A08052g,-0.706819986937394,1
SAKL0A08074g,-0.266671851139915,1
SAKL0A08096g,-0.325090564408616,1
SAKL0A08118g,0.0341497964459951,1
SAKL0A08140g,-0.291242829571373,1
SAKL0A08162g,-0.111431991250158,2
SAKL0A08184g,0.0258455468546653,2
SAKL0A08206g,-0.74574690695729,1
SAKL0A08228g,-0.295057891208423,1
SAKL0A08250g,-0.682475282536571,1
SAKL0A08360g,-0.362106877592977,1
SAKL0A08382g,-0.040572929270745,1
SAKL0A08404g,-0.0600994438045047,1
SAKL0A08426g,-0.405247586909777,1
SAKL0A08448g,-0.494212923799617,1
SAKL0A08470g,0.145580600179915,2
SAKL0A08492g,-0.038324778860444,1
SAKL0A08514g,-0.0272967400162156,1
SAKL0A08536g,-0.496323119515634,1
SAKL0A08558g,-0.0863580530784611,1
SAKL0A08580g,-0.00412779777649394,1
SAKL0A08602g,-0.282659566769636,1
SAKL0A08624g,-0.719277067585857,1
SAKL0A08646g,-0.701675715459269,1
SAKL0A08668g,-0.751988105713843,1
SAKL0A08690g,-0.204208471255898,1
SAKL0A08712g,-0.37721570219199,1
SAKL0A08734g,0.709122085361736,1
SAKL0A08756g,-0.567736198224143,1
SAKL0A08778g,-0.176132996616903,1
SAKL0A08800g,0.0887596942198344,2
SAKL0A08822g,-0.126891303633419,1
SAKL0A08844g,0.265253937689817,1
SAKL0A08888g,0.259388454505792,2
SAKL0A08910g,-0.164126090709562,1
SAKL0A08932g,-0.0489601457120412,1
SAKL0A08954g,-0.703633691409522,1
SAKL0A08976g,0.236762514103677,2
SAKL0A08998g,-0.363004819670313,1
SAKL0A09020g,0.154282478414505,1
SAKL0A09042g,-0.791994888026983,1
SAKL0A09064g,-0.206311724143456,1
SAKL0A09152g,-0.438695843705056,1
SAKL0A09174g,0.447893283279723,1
SAKL0A09196g,-0.134755526148829,1
SAKL0A09218g,0.0924809576755274,2
SAKL0A09240g,-0.549282347943751,1
SAKL0A09262g,-0.589247577499529,1
SAKL0A09284g,0.0611814247339129,1
SAKL0A09306g,-0.581999492889462,1
SAKL0A09328g,-0.0512416949881927,1
SAKL0A09350g,0.0608636930250281,2
SAKL0A09372g,0.331579710200379,1
SAKL0A09394g,-0.198045323462231,1
SAKL0A09416g,-0.834407542039626,1
SAKL0A09438g,-0.907957516814638,1
SAKL0A09460g,-0.752195644351106,1
SAKL0A09482g,0.0632456025790213,2
SAKL0A09504g,-0.0260124602899373,1
SAKL0A09526g,0.108031540181191,2
SAKL0A09548g,-0.0429922308419932,1
SAKL0A09570g,-0.2680236136895,1
SAKL0A09592g,0.415798806075561,1
SAKL0A09614g,0.0164984667547273,2
SAKL0A09636g,0.122585371493253,2
SAKL0A09658g,-0.30900712877168,1
SAKL0A09680g,0.0984525966868477,2
SAKL0A09702g,-0.571367262920453,1
SAKL0A09724g,-0.255721714099972,1
SAKL0A09746g,0.0480996857469841,2
SAKL0A09768g,0.292339335227712,1
SAKL0A09790g,-0.126249674939684,1
SAKL0A09812g,-0.38076885884392,1
SAKL0A09834g,0.280336781301911,1
SAKL0A09856g,0.1099189462212,2
SAKL0A09900g,-0.392830351634007,1
SAKL0A09922g,-0.12157101351684,1
SAKL0A09966g,0.767073055878472,1
SAKL0A09988g,0.105540622812339,2
SAKL0A10010g,0.14876047416686,1
SAKL0A10032g,-0.0642714338863473,1
SAKL0A10054g,-0.288523345433616,1
SAKL0A10076g,-0.17013625861333,1
SAKL0A10098g,-0.449270695594914,1
SAKL0A10120g,-0.442842300079202,1
SAKL0A10142g,-0.414816749654016,1
SAKL0A10186g,0.111341583908806,1
SAKL0A10208g,-0.582023621964872,1
SAKL0A10230g,0.177479181182121,1
SAKL0A10252g,-0.682237174242788,1
SAKL0A10274g,-0.0397817236844338,1
SAKL0A10318g,-0.0626099047089658,1
SAKL0A10340g,-0.833908832407952,1
SAKL0A10362g,0.182064654958113,1
SAKL0A10384g,0.049903837929486,1
SAKL0A10406g,-0.190964967846147,1
SAKL0A10428g,-0.366348872996521,1
SAKL0A10450g,0.690471695326668,1
SAKL0A10472g,-0.671630100213473,1
SAKL0A10516g,-0.0646483302861494,2
SAKL0A10538g,-0.0469978165391167,2
SAKL0A10560g,-0.209750433492469,2
SAKL0A10582g,-0.0539847340231585,2
SAKL0A10604g,0.020320781530849,2
SAKL0A10626g,-0.390783210462671,2
SAKL0A10648g,-0.154631593370494,2
SAKL0A10670g,-0.243804004674791,2
SAKL0B00110g,-0.0686686245843308,2
SAKL0B00132g,-0.43664089054912,1
SAKL0B00154g,-0.354514669337511,1
SAKL0B00176g,0.0576577930765402,2
SAKL0B00198g,-0.6736609393417,1
SAKL0B00220g,0.115863825014628,1
SAKL0B00242g,-0.5647806096541,1
SAKL0B00264g,-0.0132187120262866,1
SAKL0B00286g,-0.696935867952032,1
SAKL0B00308g,-0.217609392181631,1
SAKL0B00440g,0.239766538974749,1
SAKL0B00462g,-0.0419643316741682,1
SAKL0B00484g,-0.797826096978146,1
SAKL0B00506g,-0.120892433283904,1
SAKL0B00528g,-0.551170561221993,1
SAKL0B00550g,-0.439209995886767,1
SAKL0B00572g,-0.791191038827674,1
SAKL0B00594g,-0.4884277046245,1
SAKL0B00616g,-0.225246506242979,1
SAKL0B00638g,-0.467165395462826,1
SAKL0B00660g,0.58833393615217,1
SAKL0B00682g,0.927336119519665,1
SAKL0B00704g,0.150077897999031,1
SAKL0B00726g,-0.609276749203625,1
SAKL0B00748g,-0.560576678223146,1
SAKL0B00770g,-0.612766597925402,1
SAKL0B00792g,-0.283043426785737,1
SAKL0B00814g,0.129236147275039,1
SAKL0B00836g,-0.233487411729708,1
SAKL0B00858g,0.271552755854582,1
SAKL0B00880g,-0.218770327867335,1
SAKL0B00902g,-0.41347138623151,1
SAKL0B00924g,-0.417658303584458,1
SAKL0B00946g,-0.564027203307557,1
SAKL0B00968g,0.69356160912536,1
SAKL0B00990g,-0.154871730738803,1
SAKL0B01012g,0.164167775222275,1
SAKL0B01034g,-0.199256997828969,1
SAKL0B01056g,0.347863262756918,1
SAKL0B01078g,-0.190371571649131,1
SAKL0B01100g,-0.624153347510509,1
SAKL0B01122g,-0.39608780646596,1
SAKL0B01144g,0.838832661083888,1
SAKL0B01166g,-0.636591566100808,1
SAKL0B01188g,0.288645725605444,1
SAKL0B01210g,-0.408279711473972,1
SAKL0B01232g,-0.39824928530205,1
SAKL0B01254g,-0.00256560250216224,1
SAKL0B01276g,0.112598705175323,2
SAKL0B01298g,0.149826784578437,1
SAKL0B01320g,0.72031216244608,1
SAKL0B01342g,0.0147499554496258,2
SAKL0B01364g,-0.556458752382314,1
SAKL0B01386g,0.0467628415566572,2
SAKL0B01408g,0.0481827693313704,2
SAKL0B01430g,-0.839847125534875,1
SAKL0B01452g,0.0617316024600858,2
SAKL0B01474g,-0.521425506878074,1
SAKL0B01496g,0.266520822485421,1
SAKL0B01518g,-0.291524753801405,1
SAKL0B01540g,-0.356131587376014,1
SAKL0B01562g,-0.59626832939919,1
SAKL0B01584g,-0.472921769852901,1
SAKL0B01606g,-0.751485345691102,1
SAKL0B01628g,-0.520923202241051,1
SAKL0B01672g,-0.524268875689864,1
SAKL0B01694g,-0.564331218056132,1
SAKL0B01716g,-0.318628090507805,1
SAKL0B01738g,0.405360882113686,1
SAKL0B01760g,-0.755053037527291,1
SAKL0B01782g,-0.998786983517173,1
SAKL0B01804g,-0.0503443557465181,1
SAKL0B01826g,-0.408307581480002,1
SAKL0B01848g,-1.12011734646162,1
SAKL0B01870g,-0.775257712609563,1
SAKL0B01958g,0.404506711234404,1
SAKL0B01980g,-0.067600435302024,1
SAKL0B02002g,-0.0800271963787351,1
SAKL0B02024g,-0.601017660664257,1
SAKL0B02046g,-0.221621482765299,1
SAKL0B02068g,0.0277193969423518,1
SAKL0B02090g,0.53905736660319,1
SAKL0B02112g,0.0928871320878396,2
SAKL0B02134g,-0.734450028952684,1
SAKL0B02156g,-0.32506306989819,1
SAKL0B02178g,-0.21859733082567,1
SAKL0B02200g,-0.0960599736692213,1
SAKL0B02222g,-0.726855928496957,1
SAKL0B02244g,0.148004625255869,2
SAKL0B02266g,-0.18554263099427,1
SAKL0B02288g,-0.184285040509178,1
SAKL0B02310g,-0.183528696270708,1
SAKL0B02332g,0.147181156213017,1
SAKL0B02354g,-0.805946548262473,1
SAKL0B02376g,0.033343116501528,1
SAKL0B02398g,-0.556627228117399,1
SAKL0B02420g,-0.559057267450541,1
SAKL0B02442g,-0.512523567107747,1
SAKL0B02508g,-0.216780644482582,1
SAKL0B02530g,-0.0298892780966427,1
SAKL0B02552g,-0.743985292961278,1
SAKL0B02574g,0.0745327636255948,1
SAKL0B02596g,-0.134980591187819,1
SAKL0B02618g,-0.443320477230894,1
SAKL0B02640g,-1.0227056960441,1
SAKL0B02662g,-0.718063121044367,1
SAKL0B02684g,-0.586537961936024,1
SAKL0B02706g,-0.326735796569043,1
SAKL0B02728g,-0.743903288237598,1
SAKL0B02750g,0.423957372474405,1
SAKL0B02772g,-0.696180780009664,1
SAKL0B02794g,-0.18177067507128,1
SAKL0B02816g,-0.323803548840735,1
SAKL0B02838g,-0.677894524422608,1
SAKL0B02860g,-0.497290708166572,1
SAKL0B02904g,0.0427009769228757,1
SAKL0B02926g,-0.404490591430406,1
SAKL0B02948g,-0.0957887346699403,1
SAKL0B02970g,-0.0468616881357441,1
SAKL0B02992g,-0.698850464813387,1
SAKL0B03014g,0.0189004703818308,1
SAKL0B03036g,-0.389603376191033,1
SAKL0B03058g,-0.0466527570980128,1
SAKL0B03124g,-0.530494552729258,1
SAKL0B03146g,0.162668108389326,1
SAKL0B03168g,-0.477205964742569,1
SAKL0B03190g,-0.716653390651972,1
SAKL0B03212g,-0.402332231229038,1
SAKL0B03234g,-0.592915244865582,1
SAKL0B03256g,-0.919408961324429,1
SAKL0B03322g,0.274071917067078,1
SAKL0B03344g,-0.557862891133937,1
SAKL0B03366g,-0.548824048761714,1
SAKL0B03388g,-0.0400756211397527,1
SAKL0B03410g,-0.923628777961533,1
SAKL0B03432g,0.101504631604078,2
SAKL0B03454g,0.0611561458485597,2
SAKL0B03498g,-0.141629218063974,1
SAKL0B03520g,-0.0134451270334944,1
SAKL0B03542g,0.048338196103844,2
SAKL0B03586g,-0.0151181052337413,2
SAKL0B03608g,-0.0849164114828672,1
SAKL0B03674g,-0.884013015929522,1
SAKL0B03696g,-0.475273436334385,1
SAKL0B03718g,-0.168554325775018,1
SAKL0B03806g,0.74659967008934,1
SAKL0B03850g,-0.191657980675169,1
SAKL0B03872g,-0.288356699282759,1
SAKL0B03894g,-0.212581214120611,1
SAKL0B03916g,-0.463484843887218,1
SAKL0B03938g,-0.339101052653554,1
SAKL0B04004g,-0.419273255460113,1
SAKL0B04026g,-0.420481385305814,1
SAKL0B04048g,-0.561714498844515,1
SAKL0B04070g,-0.474793871074798,1
SAKL0B04092g,0.769530542793992,1
SAKL0B04114g,-0.830141907269224,1
SAKL0B04136g,0.0394581716718688,2
SAKL0B04158g,0.308900416917486,1
SAKL0B04180g,-0.604932427186838,1
SAKL0B04202g,-0.233310769086999,1
SAKL0B04246g,0.781855675051501,1
SAKL0B04268g,-0.260783877887082,1
SAKL0B04290g,-0.37609748732142,1
SAKL0B04312g,0.132160918785354,1
SAKL0B04334g,0.454628179557514,1
SAKL0B04356g,-0.21355819894545,1
SAKL0B04444g,-0.00575997179180147,1
SAKL0B04466g,0.0443990707496483,1
SAKL0B04488g,-0.626135553664784,1
SAKL0B04510g,-0.34697168276474,1
SAKL0B04532g,-0.883875229396242,1
SAKL0B04554g,-0.24906609085881,1
SAKL0B04576g,-0.225135161931836,1
SAKL0B04598g,-0.673068890626402,1
SAKL0B04620g,0.0369498726197852,2
SAKL0B04642g,0.727709675292945,1
SAKL0B04664g,0.0344138395121345,2
SAKL0B04686g,-0.318208040587978,1
SAKL0B04708g,1.00054363759102,1
SAKL0B04730g,-0.0529844038801104,2
SAKL0B04752g,-0.00944993151979398,2
SAKL0B04774g,-0.838732452796369,1
SAKL0B04796g,0.130987473881158,1
SAKL0B04928g,-0.733609269098146,1
SAKL0B04950g,0.120670254168668,2
SAKL0B04972g,0.567197656135482,1
SAKL0B04994g,-0.816548849888587,1
SAKL0B05016g,-0.727660327907684,1
SAKL0B05038g,-0.471389565309287,1
SAKL0B05060g,-0.515897431200007,1
SAKL0B05082g,-0.0577276574911849,1
SAKL0B05104g,-0.333412289254901,1
SAKL0B05126g,-0.652106547393665,1
SAKL0B05148g,0.210913555741848,1
SAKL0B05170g,-0.533590636452486,1
SAKL0B05192g,-0.418293926277583,1
SAKL0B05214g,-0.697351197875146,1
SAKL0B05236g,-0.171940245535392,1
SAKL0B05258g,-0.627974358427855,1
SAKL0B05280g,-0.0903211169364231,1
SAKL0B05302g,-0.612578181261049,1
SAKL0B05324g,0.156669353727886,1
SAKL0B05346g,0.465384970846085,1
SAKL0B05368g,-0.356401867497033,1
SAKL0B05390g,-0.224037212798324,1
SAKL0B05412g,-0.0905244059213845,1
SAKL0B05434g,-0.586461746679234,1
SAKL0B05456g,0.0477189899352472,2
SAKL0B05500gu,0.259848962983696,1
SAKL0B05500g,0.341198932898622,1
SAKL0B05522g,-0.502447101380374,1
SAKL0B05544g,-0.11940814199148,1
SAKL0B05566g,-0.305354790762415,1
SAKL0B05588g,-0.225903857247985,1
SAKL0B05610g,-0.54368992481335,1
SAKL0B05632g,-0.467391164581386,1
SAKL0B05654g,-0.622766264402372,1
SAKL0B05676g,-0.220417412166877,1
SAKL0B05698g,-0.257621317864128,1
SAKL0B05764g,0.336107565150797,1
